mod_id	item_id	source
alexsmobs	alexsmobs:komodo_spit_bottle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:large_catfish_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:lava_bottle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:leafcutter_ant_chamber	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:leafcutter_ant_pupa	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:leafcutter_anthill	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:lobster_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:lobster_tail	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:lost_tentacle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:maggot	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:maraca	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:medium_catfish_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mimic_octopus_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mimicream	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:moose_antler	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:moose_headgear	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:moose_ribs	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mosquito_larva	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mosquito_proboscis	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mosquito_repellent_stew	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mudskipper_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mungal_spores	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:music_disc_daze	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:music_disc_thime	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:mysterious_worm	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:novelty_hat	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:phantom_sail	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:pigshoes	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:platypus_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:platypus_egg	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:pocket_sand	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:poison_bottle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:potted_flutter	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:pupfish_locator	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:pupfish_locator_in_chunk	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:purpur_planks	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:purpur_planks_slab	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:purpur_planks_stairs	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:purpur_planks_wall	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:raccoon_tail	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:rainbow_glass	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:rainbow_jelly	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:rattlesnake_rattle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:raw_catfish	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:red_sand_circle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:roadrunner_boots	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:roadrunner_feather	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:rocky_chestplate	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:rocky_shell	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:sand_circle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:sculk_boomer	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:serrated_shark_tooth	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:shark_tooth	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:shark_tooth_arrow	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:shattered_dimensional_carver	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:shed_snake_skin	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:shield_of_the_deep	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:shield_of_the_deep_blocking	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:shrimp_fried_rice	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:skelewag_sword	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:skelewag_sword_blocking	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:skelewag_sword_hand	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:skelewag_sword_inventory	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:skreecher_soul	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:skunk_spray	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:small_catfish_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:sombrero	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:sombrero_upside_down	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:sopa_de_macaco	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:soul_heart	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:spectre_sail	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:spiked_scute	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:spiked_turtle_shell	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:squid_grapple	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stink_bottle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stink_ray	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stink_ray_empty_hand	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stink_ray_empty_inventory	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stink_ray_hand	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stink_ray_hand_base	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stink_ray_inventory	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:straddle_helmet	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:straddle_saddle	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:straddleboard	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:straddlite	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:straddlite_block	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:stradpole_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:tab_icon	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:tarantula_hawk_elytra	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:tarantula_hawk_elytra_broken	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:tarantula_hawk_wing	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:tarantula_hawk_wing_fragment	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:tendon_whip	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:tendon_whip_active	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:terrapin_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:terrapin_egg	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:transmutation_table	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:triops_bucket	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:triops_eggs	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:unsettling_kimono	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:vine_lasso	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:vine_lasso_hand	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:vine_lasso_inventory	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:void_worm_beak	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:void_worm_effigy	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:void_worm_eye	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:void_worm_mandible	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:warped_mixture	alexsmobs-1.22.17.jar
alexsmobs	alexsmobs:warped_muscle	alexsmobs-1.22.17.jar
ancientreforging	ancientreforging:ancient_material	ancientreforging-1.8.4.jar
ancientreforging	ancientreforging:ancient_reforging_table	ancientreforging-1.8.4.jar
apotheosis	apotheosis:augmenting_table	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:book	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:common_material	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:diamond_upgrade_smithing_template	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:ender_gem_case	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:ender_lead	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:epic_material	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gem	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gem_case	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gem_cutting_table	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gem_dust	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gem_fused_slate	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/blood	irons_spellbooks.jar
apotheosis	apotheosis:gems/blood	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/cast_time	irons_spellbooks.jar
apotheosis	apotheosis:gems/cast_time	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/cooldown	irons_spellbooks.jar
apotheosis	apotheosis:gems/cooldown	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/core/ballast	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/bloody_pearl	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/brawlers	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/breach	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/celsius_tear	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/charged_lodestone	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/combatant	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/dragonfire_spessartite	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/effervescent_brimstone	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/golems_onyx	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/guardian	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/lightning	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/luminous_opal	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/lunar	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/mossy_agate	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/samurai	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/slipstream	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/solar	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/splendor	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/tyrannical	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/void_umbalite	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/core/warlord	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/core/whispering_tentaculite	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/ender	irons_spellbooks.jar
apotheosis	apotheosis:gems/ender	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/evocation	irons_spellbooks.jar
apotheosis	apotheosis:gems/evocation	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/external/aeolian_celestite	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/amethyst_lotus	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/arcanists_edge	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/deepsea_heartstone	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/goetic_stibnite	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/harmonic_geode	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/lithographic_moissanite	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/mycotoxin_crystal	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/resonant_quartz	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/sepulchral_howlite	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/sirens_aquamarine	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/sky_meteoritill	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/external/umbral_obsidian	irons_apothic-2.2.0.jar
apotheosis	apotheosis:gems/fire	irons_spellbooks.jar
apotheosis	apotheosis:gems/fire	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/holy	irons_spellbooks.jar
apotheosis	apotheosis:gems/holy	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/ice	irons_spellbooks.jar
apotheosis	apotheosis:gems/ice	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/intelligent	irons_spellbooks.jar
apotheosis	apotheosis:gems/intelligent	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/lightning	irons_spellbooks.jar
apotheosis	apotheosis:gems/lightning	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/nature	irons_spellbooks.jar
apotheosis	apotheosis:gems/nature	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/overworld/earth	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/overworld/royalty	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/overworld/verdant_ruin	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/spell_resist	irons_spellbooks.jar
apotheosis	apotheosis:gems/spell_resist	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/summoning	irons_spellbooks.jar
apotheosis	apotheosis:gems/summoning	irons_spellbooks-1.21.1-3.16.1.jar
apotheosis	apotheosis:gems/the_end/endersurge	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/the_end/mageslayer	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/the_nether/blood_lord	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/the_nether/inferno	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/the_nether/molten_breach	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/twilight/forest	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gems/twilight/queen	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:gold_upgrade_smithing_template	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:hammer	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:iron_upgrade_smithing_template	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:lucky_foot	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:music_disc_flash	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:music_disc_glimmer	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:music_disc_shimmer	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:mythic_material	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:potion_charm	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:potion_charm_glow	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:rare_material	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:reforging_table	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:salvaging_table	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:sigil_of_enhancement	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:sigil_of_malice	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:sigil_of_rebirth	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:sigil_of_socketing	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:sigil_of_supremacy	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:sigil_of_unnaming	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:sigil_of_withdrawal	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:simple_reforging_table	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:star_cube	Apotheosis-1.21.1-8.5.4.jar
apotheosis	apotheosis:uncommon_material	Apotheosis-1.21.1-8.5.4.jar
apothic_enchanting	apothic_enchanting:beeshelf	ApothicEnchanting-1.21.1-1.5.3.jar
apothic_enchanting	apothic_enchanting:blazing_hellshelf	ApothicEnchanting-1.21.1-1.5.3.jar
apothic_enchanting	apothic_enchanting:boots_tome	ApothicEnchanting-1.21.1-1.5.3.jar
